Team,Year,Sport,Bronze,Gold,No medal,Silver
Denmark,1956,Cycling,0,0,2,0
Denmark,1956,Diving,0,0,1,0
Denmark,1956,Equestrianism,0,0,11,1
Denmark,1956,Fencing,0,0,1,0
Denmark,1956,Rowing,0,0,11,0
Denmark,1956,Sailing,0,1,0,0
Denmark,1956,Shooting,0,0,4,0
Denmark,1956,Swimming,0,0,2,0
Denmark,1960,Athletics,0,0,9,0
Denmark,1960,Boxing,0,0,5,0
Denmark,1960,Canoeing,4,1,6,0
Denmark,1960,Cycling,0,0,8,0
Denmark,1960,Diving,0,0,2,0
Denmark,1960,Equestrianism,0,0,8,0
Denmark,1960,Fencing,0,0,1,0
Denmark,1960,Football,0,0,0,12
Denmark,1960,Hockey,0,0,12,0
Denmark,1960,Modern Pentathlon,0,0,1,0
Denmark,1960,Rowing,0,0,16,0
Denmark,1960,Sailing,0,1,0,0
Denmark,1960,Shooting,0,0,7,0
Denmark,1960,Swimming,0,0,4,0
Denmark,1960,Wrestling,0,0,4,0
Denmark,1964,Athletics,0,0,5,0
Denmark,1964,Boxing,0,0,4,0
Denmark,1964,Canoeing,2,0,6,0
Denmark,1964,Cycling,1,0,16,1
Denmark,1964,Diving,0,0,2,0
Denmark,1964,Rowing,0,4,10,0
Denmark,1964,Sailing,1,0,0,0
Denmark,1964,Shooting,0,0,4,0
Denmark,1964,Swimming,0,0,4,0
Denmark,1964,Wrestling,0,0,3,0
Denmark,1968,Athletics,0,0,6,0
Denmark,1968,Boxing,0,0,2,0
Denmark,1968,Canoeing,1,0,4,0
Denmark,1968,Cycling,0,5,11,3
Denmark,1968,Gymnastics,0,0,19,0
Denmark,1968,Modern Pentathlon,0,0,1,0
Denmark,1968,Rowing,5,0,5,0
Denmark,1968,Sailing,0,0,9,3
Denmark,1968,Shooting,0,0,8,0
Denmark,1968,Swimming,0,0,8,0
Denmark,1968,Wrestling,0,0,3,0
Denmark,1972,Archery,0,0,4,0
Denmark,1972,Athletics,0,0,14,0
Denmark,1972,Boxing,0,0,3,0
Denmark,1972,Canoeing,0,0,6,0
Denmark,1972,Cycling,0,1,15,0
Denmark,1972,Equestrianism,0,0,6,0
Denmark,1972,Fencing,0,0,9,0
Denmark,1972,Football,0,0,16,0
Denmark,1972,Gymnastics,0,0,7,0
Denmark,1972,Handball,0,0,16,0
Denmark,1972,Modern Pentathlon,0,0,6,0
Denmark,1972,Rowing,0,0,12,0
Denmark,1972,Sailing,0,0,11,0
Denmark,1972,Shooting,0,0,10,0
Denmark,1972,Swimming,0,0,13,0
Denmark,1972,Weightlifting,0,0,3,0
Denmark,1972,Wrestling,0,0,3,0
Denmark,1976,Archery,0,0,1,0
Denmark,1976,Athletics,0,0,3,0
Denmark,1976,Boxing,0,0,3,0
Denmark,1976,Canoeing,0,0,1,0
Denmark,1976,Cycling,5,0,9,0
Denmark,1976,Equestrianism,0,0,6,0
Denmark,1976,Fencing,0,0,1,0
Denmark,1976,Gymnastics,0,0,7,0
Denmark,1976,Handball,0,0,13,0
Denmark,1976,Modern Pentathlon,0,0,2,0
Denmark,1976,Rowing,0,0,7,0
Denmark,1976,Sailing,0,3,7,0
Denmark,1976,Shooting,0,0,8,0
Denmark,1976,Swimming,0,0,4,0
Denmark,1976,Weightlifting,0,0,1,0
Denmark,1980,Athletics,0,0,2,0
Denmark,1980,Boxing,0,0,3,0
Denmark,1980,Canoeing,0,0,1,0
Denmark,1980,Cycling,1,0,10,0
Denmark,1980,Diving,0,0,1,0
Denmark,1980,Fencing,0,0,1,0
Denmark,1980,Handball,0,0,14,0
Denmark,1980,Rowing,0,0,7,0
Denmark,1980,Sailing,0,3,5,2
Denmark,1980,Shooting,0,1,4,0
Denmark,1980,Swimming,1,0,1,0
Denmark,1980,Weightlifting,0,0,1,0
Denmark,1980,Wrestling,0,0,2,0
Denmark,1984,Athletics,0,0,3,0
Denmark,1984,Canoeing,1,0,0,1
Denmark,1984,Cycling,0,0,18,0
Denmark,1984,Equestrianism,0,0,5,1
Denmark,1984,Handball,0,0,14,0
Denmark,1984,Judo,0,0,1,0
Denmark,1984,Rowing,9,0,1,0
Denmark,1984,Sailing,0,0,8,0
Denmark,1984,Shooting,0,0,3,1
Denmark,1984,Swimming,0,0,7,0
Denmark,1984,Weightlifting,0,0,1,0
Denmark,1988,Archery,0,0,6,0
Denmark,1988,Athletics,0,0,5,0
Denmark,1988,Boxing,0,0,5,0
Denmark,1988,Canoeing,0,0,11,0
Denmark,1988,Cycling,0,1,10,0
Denmark,1988,Equestrianism,0,0,8,0
Denmark,1988,Judo,0,0,1,0
Denmark,1988,Modern Pentathlon,0,0,1,0
Denmark,1988,Rhythmic Gymnastics,0,0,1,0
Denmark,1988,Rowing,0,0,3,0
Denmark,1988,Sailing,3,2,9,0
Denmark,1988,Shooting,0,0,10,0
Denmark,1988,Swimming,0,0,46,1
Denmark,1988,Tennis,0,0,5,0
Denmark,1988,Weightlifting,0,0,2,0
Denmark,1992,Archery,0,0,6,0
Denmark,1992,Athletics,0,0,3,0
Denmark,1992,Badminton,1,0,3,0
Denmark,1992,Boxing,1,0,3,0
Denmark,1992,Canoeing,0,0,8,2
Denmark,1992,Cycling,5,0,7,0
Denmark,1992,Equestrianism,0,0,11,0
Denmark,1992,Football,0,0,16,0
Denmark,1992,Rowing,0,0,13,0
Denmark,1992,Sailing,2,3,11,0
Denmark,1992,Shooting,0,0,7,0
Denmark,1992,Swimming,0,0,29,0
Denmark,1992,Tennis,0,0,3,0
Denmark,1992,Weightlifting,0,0,2,0
Denmark,1996,Athletics,0,0,7,0
Denmark,1996,Badminton,0,1,9,0
Denmark,1996,Boxing,0,0,2,0
Denmark,1996,Canoeing,0,0,6,0
Denmark,1996,Cycling,0,0,12,1
Denmark,1996,Equestrianism,0,0,3,0
Denmark,1996,Fencing,0,0,1,0
Denmark,1996,Football,0,0,15,0
Denmark,1996,Handball,0,15,0,0
Denmark,1996,Rowing,1,4,8,0
Denmark,1996,Sailing,0,1,10,0
Denmark,1996,Shooting,0,0,11,0
Denmark,1996,Swimming,0,0,22,0
Denmark,1996,Tennis,0,0,4,0
Denmark,2000,Archery,0,0,1,0
Denmark,2000,Athletics,0,0,3,1
Denmark,2000,Badminton,0,0,10,1
Denmark,2000,Canoeing,0,0,5,0
Denmark,2000,Cycling,0,0,11,0
Denmark,2000,Equestrianism,0,0,10,0
Denmark,2000,Handball,0,15,0,0
Denmark,2000,Modern Pentathlon,0,0,1,0
Denmark,2000,Rowing,4,0,6,0
Denmark,2000,Sailing,0,3,9,0
Denmark,2000,Shooting,0,0,6,1
Denmark,2000,Swimming,0,0,18,0
Denmark,2000,Table Tennis,0,0,2,0
Denmark,2000,Taekwondo,0,0,2,0
Denmark,2000,Tennis,0,0,1,0
Denmark,2000,Triathlon,0,0,2,0
Denmark,2004,Archery,0,0,1,0
Denmark,2004,Athletics,1,0,3,1
Denmark,2004,Badminton,0,0,4,0
Denmark,2004,Canoeing,0,0,4,0
Denmark,2004,Cycling,0,0,9,0
Denmark,2004,Equestrianism,0,0,9,0
Denmark,2004,Handball,0,15,0,0
Denmark,2004,Rowing,0,4,8,0
Denmark,2004,Sailing,4,0,10,0
Denmark,2004,Shooting,0,0,5,0
Denmark,2004,Swimming,0,0,17,0
Denmark,2004,Table Tennis,2,0,1,0
Denmark,2004,Taekwondo,0,0,2,0
Denmark,2004,Trampolining,0,0,1,0
Denmark,2004,Triathlon,0,0,1,0
Denmark,2004,Wrestling,0,0,1,0
Denmark,2008,Archery,0,0,2,0
Denmark,2008,Athletics,0,0,3,0
Denmark,2008,Badminton,0,0,7,0
Denmark,2008,Canoeing,0,0,4,2
Denmark,2008,Cycling,0,0,15,5
Denmark,2008,Equestrianism,0,0,4,0
Denmark,2008,Handball,0,0,14,0
Denmark,2008,Rowing,2,4,4,0
Denmark,2008,Sailing,0,2,4,0
Denmark,2008,Shooting,0,0,1,0
Denmark,2008,Swimming,1,0,21,0
Denmark,2008,Table Tennis,0,0,1,0
Denmark,2008,Tennis,0,0,1,0
Denmark,2008,Trampolining,0,0,1,0
Denmark,2008,Triathlon,0,0,1,0
Denmark,2008,Wrestling,0,0,2,0
Denmark,2012,Archery,0,0,6,0
Denmark,2012,Athletics,0,0,6,0
Denmark,2012,Badminton,0,0,5,2
Denmark,2012,Boxing,0,0,1,0
Denmark,2012,Canoeing,0,0,10,0
Denmark,2012,Cycling,0,1,12,0
Denmark,2012,Equestrianism,0,0,7,0
Denmark,2012,Handball,0,0,29,0
Denmark,2012,Rowing,4,2,3,1
Denmark,2012,Sailing,2,0,10,1
Denmark,2012,Shooting,0,0,5,1
Denmark,2012,Swimming,0,0,28,0
Denmark,2012,Table Tennis,0,0,3,0
Denmark,2012,Tennis,0,0,1,0
Denmark,2012,Trampolining,0,0,1,0
Denmark,2012,Triathlon,0,0,2,0
Denmark,2012,Wrestling,0,0,2,0
Denmark,2016,Athletics,0,0,7,1
Denmark,2016,Badminton,1,0,6,2
Denmark,2016,Canoeing,0,0,8,1
Denmark,2016,Cycling,6,0,8,1
Denmark,2016,Equestrianism,0,0,8,0
Denmark,2016,Football,0,0,17,0
Denmark,2016,Golf,0,0,4,0
Denmark,2016,Handball,0,14,0,0
Denmark,2016,Rowing,2,0,7,4
Denmark,2016,Sailing,3,0,8,0
Denmark,2016,Shooting,0,0,4,0
Denmark,2016,Swimming,4,1,22,0
Denmark,2016,Table Tennis,0,0,1,0
Denmark,2016,Tennis,0,0,1,0
Denmark,2016,Triathlon,0,0,1,0
Denmark,2016,Wrestling,0,0,0,1
Denmark,2020,Archery,0,0,1,0
Denmark,2020,Athletics,0,0,16,0
Denmark,2020,Badminton,0,1,8,0
Denmark,2020,Canoe Sprint,2,0,7,0
Denmark,2020,Cycling BMX Racing,0,0,1,0
Denmark,2020,Cycling Mountain Bike,0,0,3,0
Denmark,2020,Cycling Road,0,0,8,0
Denmark,2020,Cycling Track,0,2,4,8
Denmark,2020,Equestrian,0,0,10,0
Denmark,2020,Golf,0,0,4,0
Denmark,2020,Handball,0,0,0,15
Denmark,2020,Judo,0,0,1,0
Denmark,2020,Rowing,2,0,7,0
Denmark,2020,Sailing,0,1,7,0
Denmark,2020,Shooting,0,0,6,1
Denmark,2020,Skateboarding,0,0,1,0
Denmark,2020,Swimming,1,0,19,0
Denmark,2020,Table Tennis,0,0,1,0
Denmark,2020,Wrestling,0,0,1,0
Denmark,2024,Archery,0,0,1,0
Denmark,2024,Athletics,0,0,4,0
Denmark,2024,Badminton,0,1,8,0
Denmark,2024,Boxing,0,0,1,0
Denmark,2024,Canoe Sprint,1,0,7,0
Denmark,2024,Cycling BMX Racing,0,0,2,0
Denmark,2024,Cycling Mountain Bike,0,0,3,0
Denmark,2024,Cycling Road,0,0,10,0
Denmark,2024,"Cycling Road, Cycling Track",0,0,3,0
Denmark,2024,Cycling Track,1,0,14,0
Denmark,2024,Equestrian,0,0,5,4
Denmark,2024,Golf,0,0,4,0
Denmark,2024,Handball,15,16,2,0
Denmark,2024,Judo,0,0,1,0
Denmark,2024,Rowing,0,0,16,0
Denmark,2024,Sailing,0,0,8,1
Denmark,2024,Shooting,0,0,5,0
Denmark,2024,Skateboarding,0,0,1,0
Denmark,2024,Swimming,0,0,16,0
Denmark,2024,Table Tennis,0,0,5,0
Denmark,2024,Taekwondo,1,0,0,0
Denmark,2024,Tennis,0,0,2,0
Denmark,2024,Triathlon,0,0,2,0
Denmark,2024,Wrestling,1,0,0,0
Denmark-1,1912,Tennis,0,0,2,0
Denmark-1,1924,Tennis,0,0,2,0
Denmark-1,1992,Badminton,0,0,4,0
Denmark-1,1996,Badminton,0,0,6,0
Denmark-1,2000,Badminton,0,0,6,0
Denmark-1,2004,Badminton,0,0,6,0
Denmark-1,2008,Badminton,0,0,2,0
Denmark-1,2012,Badminton,2,0,0,0
Denmark-2,1912,Tennis,0,0,2,0
Denmark-2,1924,Tennis,0,0,2,0
Denmark-2,1992,Badminton,0,0,4,0
Denmark-2,1996,Badminton,0,0,6,0
Denmark-2,2000,Badminton,0,0,6,0
Denmark-2,2004,Badminton,2,0,4,0
Denmark-2,2008,Badminton,0,0,2,0
Denmark-2,2012,Badminton,0,0,2,0
Denmark-3,1912,Tennis,0,0,2,0
Denmark-4,1912,Tennis,0,0,2,0
Denmark/Sweden,1900,Tug-Of-War,0,6,0,0
Deutscher Schwimm Verband Berlin,1900,Swimming,0,4,0,0
Devon and Somerset Wanderers,1900,Cricket,0,12,0,0
Diablo,1964,Sailing,0,0,2,0
Diabolo St Maurice,2008,Equestrianism,0,0,1,0
Dick-8,1900,Sailing,0,0,1,0
Digby,2008,Equestrianism,1,0,0,0
Dinah V,1960,Sailing,0,0,3,0
Djibouti,1984,Athletics,0,0,3,0
Djibouti,1988,Athletics,1,0,4,0
Djibouti,1988,Sailing,0,0,1,0
Djibouti,1992,Athletics,0,0,5,0
Djibouti,1992,Judo,0,0,2,0
Djibouti,1992,Sailing,0,0,1,0
Djibouti,1996,Athletics,0,0,3,0
Djibouti,1996,Sailing,0,0,2,0
Djibouti,2000,Athletics,0,0,2,0
Djibouti,2008,Athletics,0,0,2,0
Djibouti,2012,Athletics,0,0,2,0
Djibouti,2012,Swimming,0,0,1,0
Djibouti,2012,Table Tennis,0,0,1,0
Djibouti,2016,Athletics,0,0,6,0
Djibouti,2016,Judo,0,0,1,0
Djibouti,2016,Swimming,0,0,1,0
Djibouti,2020,Athletics,0,0,3,0
Djibouti,2020,Judo,0,0,1,0
Djibouti,2020,Swimming,0,0,1,0
Djibouti,2024,Athletics,0,0,4,0
Djibouti,2024,Judo,0,0,1,0
Djibouti,2024,Swimming,0,0,2,0
Djinn,1948,Sailing,0,0,0,5
Djinn,1952,Sailing,0,0,5,0
Dolfijn,1948,Sailing,0,0,6,0
Dominica,1996,Athletics,0,0,5,0
Dominica,1996,Swimming,0,0,1,0
Dominica,2000,Athletics,0,0,2,0
Dominica,2000,Swimming,0,0,2,0
Dominica,2004,Athletics,0,0,2,0
Dominica,2008,Athletics,0,0,2,0
Dominica,2012,Athletics,0,0,2,0
Dominica,2016,Athletics,0,0,2,0
Dominica,2020,Athletics,0,0,2,0
Dominica,2024,Athletics,0,1,1,0
Dominica,2024,Swimming,0,0,2,0
Dominican Republic,1964,Athletics,0,0,1,0
Dominican Republic,1968,Athletics,0,0,15,0
Dominican Republic,1968,Boxing,0,0,2,0
Dominican Republic,1968,Shooting,0,0,3,0
Dominican Republic,1968,Weightlifting,0,0,2,0
Dominican Republic,1968,Wrestling,0,0,2,0
Dominican Republic,1972,Judo,0,0,2,0
Dominican Republic,1972,Shooting,0,0,2,0
Dominican Republic,1972,Weightlifting,0,0,1,0
Dominican Republic,1976,Athletics,0,0,3,0
Dominican Republic,1976,Boxing,0,0,6,0
Dominican Republic,1976,Weightlifting,0,0,2,0
Dominican Republic,1980,Athletics,0,0,3,0
Dominican Republic,1980,Boxing,0,0,1,0
Dominican Republic,1980,Diving,0,0,2,0
Dominican Republic,1980,Weightlifting,0,0,1,0
Dominican Republic,1984,Athletics,0,0,6,0
Dominican Republic,1984,Boxing,1,0,5,0
Dominican Republic,1984,Diving,0,0,3,0
Dominican Republic,1984,Judo,0,0,2,0
Dominican Republic,1984,Sailing,0,0,1,0
Dominican Republic,1984,Synchronized Swimming,0,0,4,0
Dominican Republic,1984,Wrestling,0,0,2,0
Dominican Republic,1988,Athletics,0,0,3,0
Dominican Republic,1988,Boxing,0,0,5,0
Dominican Republic,1988,Judo,0,0,1,0
Dominican Republic,1988,Table Tennis,0,0,5,0
Dominican Republic,1988,Weightlifting,0,0,4,0
Dominican Republic,1992,Baseball,0,0,20,0
Dominican Republic,1992,Boxing,0,0,6,0
Dominican Republic,1992,Judo,0,0,4,0
Dominican Republic,1992,Weightlifting,0,0,1,0
Dominican Republic,1992,Wrestling,0,0,1,0
Dominican Republic,1996,Athletics,0,0,3,0
Dominican Republic,1996,Boxing,0,0,6,0
Dominican Republic,1996,Judo,0,0,3,0
Dominican Republic,1996,Table Tennis,0,0,1,0
Dominican Republic,1996,Tennis,0,0,1,0
Dominican Republic,1996,Weightlifting,0,0,1,0
Dominican Republic,1996,Wrestling,0,0,1,0
Dominican Republic,2000,Athletics,0,0,2,0
Dominican Republic,2000,Boxing,0,0,3,0
Dominican Republic,2000,Judo,0,0,5,0
Dominican Republic,2000,Swimming,0,0,1,0
Dominican Republic,2000,Weightlifting,0,0,2,0
Dominican Republic,2004,Athletics,0,1,4,0
Dominican Republic,2004,Boxing,0,0,5,0
Dominican Republic,2004,Judo,0,0,5,0
Dominican Republic,2004,Shooting,0,0,1,0
Dominican Republic,2004,Table Tennis,0,0,2,0
Dominican Republic,2004,Taekwondo,0,0,1,0
Dominican Republic,2004,Volleyball,0,0,12,0
Dominican Republic,2004,Weightlifting,0,0,1,0
Dominican Republic,2004,Wrestling,0,0,1,0
Dominican Republic,2008,Athletics,0,0,7,0
Dominican Republic,2008,Boxing,0,1,5,0
Dominican Republic,2008,Judo,0,0,3,0
Dominican Republic,2008,Sailing,0,0,1,0
Dominican Republic,2008,Shooting,0,0,1,0
Dominican Republic,2008,Swimming,0,0,1,0
Dominican Republic,2008,Table Tennis,0,0,6,0
Dominican Republic,2008,Taekwondo,0,0,0,1
Dominican Republic,2008,Weightlifting,0,0,1,0
Dominican Republic,2012,Athletics,0,1,9,1
Dominican Republic,2012,Boxing,0,0,3,0
Dominican Republic,2012,Gymnastics,0,0,2,0
Dominican Republic,2012,Judo,0,0,1,0
Dominican Republic,2012,Shooting,0,0,1,0
Dominican Republic,2012,Swimming,0,0,2,0
Dominican Republic,2012,Table Tennis,0,0,1,0
Dominican Republic,2012,Taekwondo,0,0,1,0
Dominican Republic,2012,Volleyball,0,0,12,0
Dominican Republic,2012,Weightlifting,0,0,2,0
Dominican Republic,2016,Archery,0,0,1,0
Dominican Republic,2016,Athletics,0,0,14,0
Dominican Republic,2016,Boxing,0,0,2,0
Dominican Republic,2016,Cycling,0,0,1,0
Dominican Republic,2016,Equestrianism,0,0,1,0
Dominican Republic,2016,Judo,0,0,1,0
Dominican Republic,2016,Shooting,0,0,1,0
Dominican Republic,2016,Swimming,0,0,2,0
Dominican Republic,2016,Taekwondo,1,0,2,0
Dominican Republic,2016,Tennis,0,0,1,0
Dominican Republic,2016,Weightlifting,0,0,3,0
Dominican Republic,2020,Athletics,0,0,3,6
Dominican Republic,2020,Baseball/Softball,24,0,0,0
Dominican Republic,2020,Boxing,0,0,7,0
Dominican Republic,2020,Diving,0,0,1,0
Dominican Republic,2020,Equestrian,0,0,2,0
Dominican Republic,2020,Judo,0,0,1,0
Dominican Republic,2020,Rowing,0,0,1,0
Dominican Republic,2020,Swimming,0,0,4,0
Dominican Republic,2020,Taekwondo,0,0,3,0
Dominican Republic,2020,Volleyball,0,0,12,0
Dominican Republic,2020,Weightlifting,1,0,3,1
Dominican Republic,2024,Artistic Gymnastics,0,0,3,0
Dominican Republic,2024,Athletics,0,1,11,0
Dominican Republic,2024,Boxing,2,0,1,0
Dominican Republic,2024,Diving,0,0,3,0
Dominican Republic,2024,Equestrian,0,0,1,0
Dominican Republic,2024,Football,0,0,19,0
Dominican Republic,2024,Judo,0,0,2,0
Dominican Republic,2024,Shooting,0,0,1,0
Dominican Republic,2024,Swimming,0,0,2,0
Dominican Republic,2024,Taekwondo,0,0,2,0
Dominican Republic,2024,Volleyball,0,0,12,0
Dominican Republic,2024,Weightlifting,0,0,3,0
Dominican Republic,2024,Wrestling,0,0,1,0
Don Schufro,2008,Equestrianism,1,0,0,0
Donar III,1948,Sailing,0,0,3,0
Dormy-1,1908,Sailing,0,3,0,0
Dow Jones,2008,Equestrianism,0,0,1,0
Dresden,1936,Sailing,0,0,1,0
Druzhba,1956,Sailing,0,0,3,0
Druzhba,1964,Sailing,0,0,3,0
Ducky-16,1900,Sailing,0,0,1,0
Ducky-4,1900,Sailing,0,0,2,0
Dylan-2,1908,Motorboating,0,0,2,0
EA II,1936,Sailing,0,0,6,0
EOR,2024,Athletics,0,0,8,0
EOR,2024,Badminton,0,0,1,0
EOR,2024,Boxing,1,0,1,0
EOR,2024,Breaking,0,0,1,0
EOR,2024,Canoe Slalom,0,0,2,0
EOR,2024,Canoe Sprint,0,0,3,0
EOR,2024,Cycling Road,0,0,2,0
EOR,2024,Judo,0,0,12,0
EOR,2024,Shooting,0,0,2,0
EOR,2024,Swimming,0,0,2,0
EOR,2024,Taekwondo,0,0,5,0
EOR,2024,Weightlifting,0,0,2,0
EOR,2024,Wrestling,0,0,2,0
East Germany,1968,Athletics,1,2,47,3
East Germany,1968,Boxing,0,1,7,0
East Germany,1968,Canoeing,0,0,12,0
East Germany,1968,Cycling,0,0,11,0
East Germany,1968,Diving,0,0,5,0
East Germany,1968,Equestrianism,0,0,14,0
East Germany,1968,Fencing,0,0,7,0
East Germany,1968,Gymnastics,12,0,70,2
East Germany,1968,Hockey,0,0,14,0
East Germany,1968,Modern Pentathlon,0,0,6,0
East Germany,1968,Rowing,0,6,15,5
East Germany,1968,Sailing,3,0,5,0
East Germany,1968,Shooting,2,0,10,0
East Germany,1968,Swimming,1,2,36,10
East Germany,1968,Volleyball,0,0,12,0
East Germany,1968,Water Polo,0,0,11,0
East Germany,1968,Weightlifting,0,0,3,0
East Germany,1968,Wrestling,0,2,9,0
East Germany,1972,Athletics,5,11,49,10
East Germany,1972,Boxing,1,0,7,0
East Germany,1972,Canoeing,1,3,16,2
East Germany,1972,Cycling,1,0,7,6
East Germany,1972,Diving,2,0,8,0
East Germany,1972,Equestrianism,0,0,14,0
East Germany,1972,Fencing,0,0,8,0
East Germany,1972,Football,17,0,0,0
East Germany,1972,Gymnastics,7,3,65,9
East Germany,1972,Handball,0,0,16,0
East Germany,1972,Judo,1,0,5,0
East Germany,1972,Rowing,12,9,0,5
East Germany,1972,Sailing,0,0,8,3
East Germany,1972,Shooting,2,0,10,0
East Germany,1972,Swimming,6,2,64,16
East Germany,1972,Volleyball,0,0,0,12
East Germany,1972,Weightlifting,2,0,6,0
East Germany,1972,Wrestling,0,0,16,1
East Germany,1976,Athletics,9,17,32,10
East Germany,1976,Boxing,0,1,6,1
East Germany,1976,Canoeing,7,4,6,2
East Germany,1976,Cycling,2,1,12,0
East Germany,1976,Diving,0,0,11,1
East Germany,1976,Fencing,0,0,1,0
East Germany,1976,Football,0,17,0,0
East Germany,1976,Gymnastics,13,0,70,1
East Germany,1976,Handball,0,0,0,14
East Germany,1976,Judo,0,0,4,0
East Germany,1976,Rowing,3,42,0,9
East Germany,1976,Sailing,3,1,2,0
East Germany,1976,Shooting,0,2,8,2
East Germany,1976,Swimming,2,17,34,9
East Germany,1976,Volleyball,0,0,12,0
East Germany,1976,Weightlifting,2,0,4,1
East Germany,1976,Wrestling,1,0,10,1
East Germany,1980,Athletics,10,14,60,14
East Germany,1980,Boxing,5,1,4,0
East Germany,1980,Canoeing,4,8,3,2
East Germany,1980,Cycling,0,2,5,8
East Germany,1980,Diving,1,2,8,1
East Germany,1980,Fencing,0,0,24,0
East Germany,1980,Football,0,0,0,17
East Germany,1980,Gymnastics,11,2,63,8
East Germany,1980,Handball,14,14,0,0
East Germany,1980,Judo,4,1,2,0
East Germany,1980,Rowing,2,51,0,2
East Germany,1980,Sailing,0,0,11,2
East Germany,1980,Shooting,1,0,8,5
East Germany,1980,Swimming,8,20,29,14
East Germany,1980,Volleyball,0,0,0,12
East Germany,1980,Weightlifting,1,0,6,2
East Germany,1980,Wrestling,0,0,8,1
East Germany,1988,Athletics,14,6,38,14
East Germany,1988,Boxing,0,2,8,1
East Germany,1988,Canoeing,5,7,6,5
East Germany,1988,Cycling,1,6,6,6
East Germany,1988,Diving,0,0,4,0
East Germany,1988,Fencing,0,0,9,1
East Germany,1988,Gymnastics,9,1,66,8
East Germany,1988,Handball,0,0,13,0
East Germany,1988,Judo,1,0,1,2
East Germany,1988,Rowing,4,31,6,3
East Germany,1988,Sailing,0,3,6,0
East Germany,1988,Shooting,0,1,19,1
East Germany,1988,Swimming,12,21,19,12
East Germany,1988,Volleyball,0,0,12,0
East Germany,1988,Weightlifting,1,1,1,1
East Germany,1988,Wrestling,1,0,7,0
East Germany-1,1972,Canoeing,0,2,0,0
East Germany-2,1972,Canoeing,0,0,2,0
East Germany-3,1972,Canoeing,0,0,2,0
East Timor,2020,Athletics,0,0,1,0
East Timor,2020,Swimming,0,0,2,0
Ecuador,1924,Athletics,0,0,4,0
Ecuador,1968,Athletics,0,0,1,0
Ecuador,1968,Boxing,0,0,2,0
Ecuador,1968,Cycling,0,0,8,0
Ecuador,1968,Gymnastics,0,0,21,0
Ecuador,1968,Swimming,0,0,7,0
Ecuador,1968,Wrestling,0,0,2,0
Ecuador,1972,Boxing,0,0,1,0
Ecuador,1972,Swimming,0,0,3,0
Ecuador,1976,Diving,0,0,1,0
Ecuador,1976,Judo,0,0,2,0
Ecuador,1976,Swimming,0,0,4,0
Ecuador,1976,Wrestling,0,0,1,0
Ecuador,1980,Athletics,0,0,1,0
Ecuador,1980,Boxing,0,0,3,0
Ecuador,1980,Cycling,0,0,6,0
Ecuador,1980,Judo,0,0,2,0
Ecuador,1980,Swimming,0,0,4,0
Ecuador,1984,Athletics,0,0,5,0
Ecuador,1984,Equestrianism,0,0,1,0
Ecuador,1984,Judo,0,0,1,0
Ecuador,1984,Shooting,0,0,5,0
Ecuador,1984,Weightlifting,0,0,1,0
Ecuador,1984,Wrestling,0,0,2,0
Ecuador,1988,Athletics,0,0,6,0
Ecuador,1988,Boxing,0,0,1,0
Ecuador,1988,Cycling,0,0,2,0
Ecuador,1988,Diving,0,0,1,0
Ecuador,1988,Shooting,0,0,2,0
Ecuador,1988,Weightlifting,0,0,3,0
Ecuador,1992,Athletics,0,0,7,0
Ecuador,1992,Cycling,0,0,2,0
Ecuador,1992,Judo,0,0,1,0
Ecuador,1992,Shooting,0,0,2,0
Ecuador,1992,Swimming,0,0,2,0
Ecuador,1992,Table Tennis,0,0,1,0
Ecuador,1996,Athletics,0,1,3,0
Ecuador,1996,Boxing,0,0,2,0
Ecuador,1996,Cycling,0,0,3,0
Ecuador,1996,Sailing,0,0,1,0
Ecuador,1996,Shooting,0,0,1,0
Ecuador,1996,Swimming,0,0,13,0
Ecuador,1996,Tennis,0,0,4,0
Ecuador,2000,Athletics,0,0,3,0
Ecuador,2000,Judo,0,0,2,0
Ecuador,2000,Shooting,0,0,1,0
Ecuador,2000,Swimming,0,0,4,0
Ecuador,2000,Weightlifting,0,0,1,0
Ecuador,2004,Athletics,0,0,9,0
Ecuador,2004,Boxing,0,0,1,0
Ecuador,2004,Judo,0,0,2,0
Ecuador,2004,Shooting,0,0,2,0
Ecuador,2004,Swimming,0,0,1,0
Ecuador,2004,Tennis,0,0,1,0
Ecuador,2004,Weightlifting,0,0,2,0
Ecuador,2008,Athletics,0,0,11,1
Ecuador,2008,Boxing,0,0,3,0
Ecuador,2008,Cycling,0,0,1,0
Ecuador,2008,Judo,0,0,3,0
Ecuador,2008,Shooting,0,0,1,0
Ecuador,2008,Swimming,0,0,2,0
Ecuador,2008,Taekwondo,0,0,1,0
Ecuador,2008,Tennis,0,0,1,0
Ecuador,2008,Weightlifting,0,0,2,0
Ecuador,2012,Athletics,0,0,13,0
Ecuador,2012,Boxing,0,0,7,0
Ecuador,2012,Canoeing,0,0,1,0
Ecuador,2012,Cycling,0,0,2,0
Ecuador,2012,Equestrianism,0,0,1,0
Ecuador,2012,Judo,0,0,1,0
Ecuador,2012,Shooting,0,0,1,0
Ecuador,2012,Swimming,0,0,3,0
Ecuador,2012,Triathlon,0,0,1,0
Ecuador,2012,Weightlifting,0,0,4,0
Ecuador,2012,Wrestling,0,0,2,0
